,class,argtype,text,argtypetext
23,0,," child performers are exposed to a much higher level of responsibility than their peers , without the maturity to deal with it .
",
24,0,," they may be exposed to sex , drugs , or alcohol , in a context too far removed from a normal life that they do n't learn adequate coping mechanisms .
",
25,0,," it is no surprise that many child performers `` burn out '' by the time they reach adulthood , often experiencing problems long before , as in the case of actress drew barrymore , who entered rehab at the age of.
",
26,0,," children should not be encouraged to enter into these adult worlds of acting , modeling , dancing , etc, michael jackson attributed his obsession with children and childhood as a consequence of having missed out on a childhood himself .
",
27,0,," child performers are currently protected by laws about all sorts of things from the minimum amount of education they may get to their pay and how many hours they can work .
",
28,0,," many of these laws would be much more difficult to enforce than a blanket ban .
",
29,0,," it would be simple to enforce as child performers would in most cases be easy to spot -- as they are performing for the public .
",
30,0,," the government could then bring charges against those who are employing the child and fine them .
",
31,1,,"in our globalized world with an increasingly international media, beauty standards for both men and women are becoming more internationalized - or, perhaps, westernized.
",
32,1,," this has included skin tone, with cultural values in many countries favouring lighter skin tones.
",
33,1,,"one particular aspect of this has been creams aiming to whiten skin.
",
34,1,," this is not an issue that affects women, the key target of much of the fashion and beauty industry, exclusively - some products are aimed at men.
",
35,1,," this is not a phenomenon unique to africa and communities of african origins.
",
36,1,," india is a large market for skin whitening creams, with a market worth just shy of half a billion us dollars inand growing at nearly 20% per year.
",
37,1,," in hong kong, around a third of women have used such products.
",
38,1,," the issue of people seeking to look “whiter” or caucasian is not limited to any area or simply skin whitening creams – there are also products and the possibility of surgery to mimic more european-looking eyelids available in east asia.
",
39,1,,"west africa is a key market for these products, with over half of women in togo and nigeria claiming to use them.
",
40,1,," while some contain chemicals aimed at modifying the skin’s transfer of melanin, others use harsh chemicals such as mercury, which can lead to medical conditions from eczema and infections to renal failure.
",
41,1,,"a particular controversy has been generated by the launch of a new skin whitening product in early 2014, known as “whitenicious”, by nigerian-cameroonian singer dencia, and her comments relating to the product, including a spat with actress lupita nyong’o. nyong’o, who shot to fame outside her native kenya following her powerful performance in the popular and well received british-american film “12 years a slave”, has been critical of skin lightening creams and the conception of lighter skin tones in african mind-sets.
",
42,1,," in 2006, the us food and drug administration proposed a ban on over-the-counter sales of skin whitening creams.
",
43,1,," is this a solution for africa?
",
44,0,," skin whitening creams often contain a wide variety of harmful ingredients -- in some cases , mercury .
",
45,0,," these can cause various health problems ; mercury in particular causes renal , kidney , damage , major skin problems as well as mental health issues .
",
46,0,," states , throughout the world , ban consumer products because they are harmful regardless of whether this is for consumption or for cosmetics .
",
47,0,," this is just another case where that is appropriate in order to prevent the harm to health that may occur .
",
48,0,," allowing the use of racial overtones -- the perception that a product will bring a person towards a `` white ideal '' is harmful for several reasons .
",
49,0,," it could cause communities to generate a form of inferiority complex , and it reinforces the structural difference rather than aiming to minimize it .
",
50,0,," while it may sound absurd , in the us darker-skinned african americans , and darker skinned latinos , are less well educated and have lower incomes .
",
51,0,," elsewhere in the western hemisphere , such as in brazil , race is seen as an issue of colour and socio-economic background , not ancestry highlighting a much more obvious link between whitening creams and racism .
",
52,0,," is it not the role of the state to reduce that discrimination , not to fuel it ?
",
53,0,," banning such creams would help prevent such harmful effects by discouraging the notion that people should aim to make themselves lighter skinned .
",
54,0,," skin whitening can be seen as an attempt to fit in with a form of a neo-colonialist mind-set ; a form of cultural imperialism driven by capitalism .
",
55,0,," these products , often sold by big international fmcg , fast moving consumer goods , companies feed off a neo-colonialist mind-set -- one of a cultural inferiority complex .
",
56,0,," these products form part of the process of tying african people into a globalised consumer world where non-westerners feel compelled to buy western products that they do n't need .
",
57,0,," they are therefore kept in a colonial situation where they are dependent on the west both mentally and in terms of the products they buy .
",
58,0,," that is reason enough for nations that have been victims of colonialism by the global north to take action against them .
",
59,1,,"the feminist movement is difficult to define.
",
60,1,," in essence, it is composed of people who adhere to an ideology, feminism, which originates from philosophical principles of equality.
",
61,1,," as such, they oppose any kind of dehumanisation or exploitation, in particular when targeted at women.
",
62,1,," in practice, feminists are particularly opposed to the existence of patriarchal structures in society and to the social construction of gender, as opposed to sex.
",
63,1,," this common ideology has led to some great successes for feminism in the past, such as women’s right to vote since the 19th or 20th centuries, or equal pay in most developed countries.
",
64,1,," (global wage report 2012/13: wages and equitable growth)it is important to note that the feminist movement is, however, severely fragmented on more nuances social questions.
",
65,1,," on particular issues such as prostitution or the burka, many feminists disagree as to what empowers women and what oppresses them, as to what liberates women because they do so freely, and what harms them because are pressured to do it by the patriarchy.
",
66,1,,"pornography is a particularly contentious issue.
",
67,1,," we take pornography to be any sexually explicit material, usually commercially distributed, acted or containing acting with the intention to arouse its viewers.
",
68,1,," it is currently legal in most liberal countries, although iceland, for instance, is attempting to ban it in the near future (henscher).
",
69,1,," where it is not yet illegal, it is under serious scrutiny: its currently immense role in society (over 70% of young men are estimated to watch porn at least once a month (paul)) gives it great leverage in promoting, or reverting, social change.
",
70,1,," social change, arguably, is the next key fight for the feminist movement.
",
71,1,," the question, then, comes down to whether pornography is a causal factor or a potential solution of the status quo of social oppression of women.
",
72,0,," in most cases , pornography is not entered into willingly .
",
73,0,," similarly to prostitution , the sale of one 's own body and one 's dignity is so drastic that consent is often not sufficiently informed to be legitimate .
",
74,0,," there are patriarchal structures in society that force women into these industries , particularly when they are vulnerable and this seems to be a good last resort .
",
75,0,," this leads to a loss of integrity , a strong stigma in society , and most importantly , abusive conditions in the production process .
",
76,0,," as well as high risks of unwanted pregnancies or sexually transmitted diseases , violent sex practices and abusive conditions after filming often occur , lubben .
",
77,0,," furthermore , the harms of pornography do not exclusively affect the consenting participants .
",
78,0,," other women across the world who are not supporting this industry are equal victims of society and the norms promoted by pornography of how women should be , and how it is acceptable to treat them .
",
79,0,," these people have not consented .
",
80,0,," pornography necessarily objectifies people : it presents a sexual desire , an urge , which is immediately attended by another person , often performing acts which we would find demeaning , until the original urge is satisfied .
",
81,0,," the use of others for pleasure treats them as means to one 's own ends , and denies them any value as rational subjects with a will of their own .
",
82,0,," this affects , naturally , the participants in pornography , but also their viewers who adopt corrupted notions of what to value in others , and furthermore other women who are later affected by men using the same metric to interact with them .
",
83,0,," pornography presents a distorted perception of people , sexuality , and relationships , which has a further effect on a broader societal level .
",
84,0,," it promotes unreachable ideals of how both women and men should be in bed , and pushes both in the direction of what is idealised in pornography .
",
85,0,," this may push men to be more dominating than otherwise and women to suffer from anorexia , low self-esteem , and promiscuity .
",
86,0,," we can expect women to be the most affected by this , simply because the porn industry is owned almost entirely by men , and because there are pre-existing patriarchal structures in society ready to promote the idea that women are there to serve men .
",
87,0,," altogether , pornography merely promotes a new stereotype : that women are generally happy to have sex at any time , that they will respond positively to any man 's advances , and if a woman does not , there is something wrong with her .
",
88,0,," many forms of media are often accused of inciting violence , promoting stereotypes , or indoctrinating in some form or another .
",
89,0,," while this is contentious , the key principle that ` sex sells ' is more obvious .
",
90,0,," pornography is not like other media in that , while most other films are aimed at entertainment , this is aimed at arousal .
",
91,0,," that is , it is aimed at immediate and fully selfish pleasure , which is much more forceful and addictive than mere laughter .
",
92,0,," the psychological effect of pornography is harmful due to the associations it conditions its audience to make .
",
93,0,," it eroticises violence through portrayals , fake or genuine , of rape and a general treatment of women that is comparable to torture , yet presented in a context that necessarily biologically excites its viewers .
",
94,0,," through continuous exposure to the link between abuse and intense pleasure , this link is easily extended to personal relationships .
",
95,0,," the master-slave dialectic suddenly becomes acceptable .
",
96,0,," compulsive rapists , such as ted bundy , are often found to have consumed mass amounts of pornography , benson .
",
97,0,," more subtle , yet certainly still present is the force of such associations on young teenagers who have not yet had a sexual relationship and rely on pornography for guidance .
",
98,0,," this has a potentially massive impact given thatis the average age of first internet porn exposure , techmedia network .
",
99,1,,"many people's ideal christmas day involves snowy weather.
",
100,1,," christmas cards often feature snow- white landscapes, along with polar bears, penguins and other cuddly animals from arctic areas.
",
101,1,," christmas decorations and displays often involve fake snow or snowflake designs.
",
102,1,," and the song, ""i'm dreaming of a white christmas"", written by irving berlin inand sung by bing crosby sums up the christmas spirit in music for many people.
",
103,1,,"this wish for a white christmas is especially strong in parts of the world like western europe and much of the usa, where snow on december 25th is possible but actually quite unusual.
",
104,1,," in the uk there is a great deal of speculation in the media each year about the chances of snow on christmas day, and many bets are placed on the possibility.
",
105,1,," of course, in other parts of the northern hemisphere they expect snow for several months of the year, and so it is not such a big deal.
",
106,1,," this case is most relevant to those places like the uk and much of the usa where a white christmas cannot be taken for granted.
",
107,0,," however, it also has relevance in many other countries, including even sunny australia.
",
108,0,,"the ideal of a white christmas also speaks to the old pagan festivals .
",
109,0,," the winter solstice , yule , saturnalia , was a time of hope in the cold and darkness , as nights stopped getting longer and people looked for the promise of new birth in springtime .
",
110,0,," the christian church recognized the power of existing winter festivals and chose december 25th for their own nativity celebrations .
",
111,0,," people still feel a need to move in time with the seasons , and snow represents winter at its most extreme .
",
112,0,," for these reasons the dream of a white christmas satisfies a need deep within us .
",
113,0,," we all love the traditional white christmas .
",
114,0,," when we think of christmas we see snowy scenes , with people skating and sledging , and children making snowballs and snowmen .
",
115,0,," later the families gather inside around a warm fire to celebrate .
",
116,0,," this is the sort of christmas shown on greeting cards and celebrated in so many songs , for example , white christmas , jingle bells , frosty the snowman , walking in a winter wonderland , etc. .
",
117,0,," it is n't a proper christmas without snow .
",
118,0,," `` the interest in snowy christmases has its origins in the colder climate of the period--when britain was in the grip of a ` little ice age '  that way , the traditional image was created .
",
119,0,," for most people christmas today is not about a religious festival , but about consumption , greed and shopping .
",
120,0,," wishing for a snowy white christmas is about turning the clock back to a time when life was simpler .
",
121,0,," instead of focusing on getting presents , getting fat and getting drunk , a white christmas is something money ca n't buy .
",
122,0,," it symbolizes time with family , playing outdoors in the snow , making your own entertainment and enjoying the wonder of nature .
",
123,0,," who would n't prefer a christmas like that ?
",
124,1,,"modern nations such as australia, canada, and the united states have struggled in their efforts to establish a fair and stable relationship with aboriginal, or indigenous, groups.
",
125,1,," in the past three hundred years, the aforementioned governments have often abused these groups through unfair and broken treaties, reckless dissemination of disease, and often direct violence.
",
126,1,," consequently, these groups make up a small portion of the population today and are often plagued by problems with substance abuse and poor quality of life.
",
127,1,," governments also struggle to establish a fair level of jurisdiction over said groups; while these nation-states recognize that indigenous groups were forced to submit to the government's authority, they are not willing to let indigenous groups break any law they dislike.
",
128,1,," this centers on the question of whether governments should act to preserve indigenous culture; this protection can take the form of land reservations set aside for aboriginals.
",
129,1,," however, it can also include language programs or funding for the arts so that, despite heavy losses in numbers over the generations, the remainder of these indigenous groups is able to pass down their culture.
",
130,1,," protection of indigenous culture may also include special legal exemption from particular laws that are contrary to indigenous traditions.
",
131,0,," while many argue that aboriginals are entitled to special treatment because of a blemished past, others argue that this past is not a valid reason for special cultural protection.
",
132,0,,"across the united states , australia , and canada , native customs are often tied closely to the land .
",
133,0,," for example , while descendants of the sioux indians of the american midwest may no longer hunt buffalo , learning about traditional means of hunting , animal use , rituals involving the surrounding wildlife , means of ensuring a sustainable food supply , and other cultural norms related to the land gives people a greater appreciation for the land they now inhabit .
",
134,0,," exposure to traditions that have been practiced in one 's land for thousands of years helps us to appreciate the legacy we have inherited .
",
135,0,," this does not just benefit the direct descendants of those practicing these traditions but the whole of society .
",
136,0,," the indian removal act of, theindian appropriations act , and thegeneral allotment act are just a few examples of legislation used to destroy native american communities in the us2 .
",
137,0,," settlers in australia are similarly responsible for a multitude of massacres3 , as well as several decades of forced separation of aboriginal children from their parents in an effort to `` christianize '' them4 .
",
138,0,," while the current citizens of canada , the us , and australia are not guilty of the crimes of their predecessors , they nevertheless reap the benefits of those atrocities while today 's indigenous populations still suffer from the lasting impact of oppression .
",
139,0,," when chemical companies make huge profits at the expense of damaging the surrounding community 's environment , those companies are expected to pay reparations .
",
140,0,," a government that destroys an indigenous culture must similarly work to reverse their destruction .
",
141,0,," notions of cultural superiority virtually always influence displacement and abuse of indigenous cultures .
",
142,0,," for example , when the government of botswana expelled the kalahari bushmen from their land in, president mogai defended his actions by describing the bushmen as `` stone age creatures .
",
143,0,," ``this cultural insensitivity , in addition to the incentive of material gains , led the botswani government to violate the tribe 's rights .
",
144,0,," by preserving indigenous culture , governments recognize the value of these groups and prevent future hostility .
",
145,0,," governments already protect culture so it is not a big step to apply the same protections to aboriginal culture as well .
",
146,0,," in school , students learn about traditional art and their national history .
",
147,0,," for example , the state of california compiles reading lists that largely include shakespeare , virgil , and john steinback , though also including ethnic authors like maya angelou1 .
",
148,0,," governments recognize days like christmas and new years and fund programs that promote the arts .
",
149,0,," states recognize marriage and structure divorce and custody laws based on cultural norms of gender roles and family responsibility .
",
150,0,," if a government can protect the norms on one culture in society , there is no reason that the government should not also protect the culture of those who first inhabited the land .
",
151,0,," this current protection makes it easy to build on , to make highlight more aboriginal culture , recognize their festivals etc,
",
152,1,,"for many people, santa claus is the most important person in the celebration of christmas.
",
153,1,," his origins are disputed, with many recognising him as st nicholas, an early christian saint noted for his generosity and love for children.
",
154,1,," others view him as a descendant of northern european gods and spirits from the pre-christian past.
",
155,1,," in britain (and australia and other commonwealth countries) he is traditionally called father christmas, but santa’s red suit, big white beard and large belly are now widely recognised all over the world.
",
156,1,," although other details vary, experts also agree that santa claus lives at the north pole where he and a workforce of elves spend the year producing toys.
",
157,1,," on christmas eve santa hitches up reindeer to a magical sleigh which lets him fly around the world in one night, delivering presents to children everywhere - often descending to their bedrooms via the chimney.
",
158,0,,"surprisingly, there are some sceptics and kill-joys who raise doubts about santa claus, questioning his relevance to a christian festival celebrating christ’s birth, his involvement in the commercialisation of christmas, and even santa’s very existence.
",
159,0,,"there is plenty of evidence for the existence of santa claus .
",
160,0,," millions of children worldwide wake up on christmas morning to find that their stocking has been magically filled with toys and candy overnight .
",
161,0,," everybody agrees that it was santa who was responsible - and surely if it was anyone else they would want to take credit for their generosity .
",
162,0,," further evidence can be found in the way in which cookies , mince pies and drinks left out for santa have been consumed in the night - often leaving crumbs .
",
163,0,," `` yes , virginia , there is a santa claus .
",
164,0,," he exists as certainly as love and generosity and devotion exist , and you know that they abound and give to your life its highest beauty and joy .
",
165,0,," alas !
",
166,0,," how dreary would be the world if there were no santa claus !
",
167,0,," it would be as dreary as if there were no virginias .
",
168,0,," there would be no childlike faith then , no poetry , no romance to make tolerable this existence .
",
169,0,," we should have no enjoyment , except in sense and sight .
",
170,0,," the external light with which childhood fills the world would be extinguished . ''
",
171,0,," written in answer to a child 's letter by francis pharcellus church and published in the new york sun 's editorial page in.
",
172,0,,"  billions of people across the world believe in santa claus , and so many people ca n't be wrong .
",
173,0,," what 's more , a belief which was once confined to the anglo-saxon world is becoming more and more widespread .
",
174,0,," if chinese and south american children are coming to accept the existence of santa claus , then why should we in the western world give up our belief ?
",
175,0,," belief in santa claus is also economically necessary .
",
176,0,," without santa to set an example of generosity , gift-giving at christmas could go out of fashion .
",
177,0,," and once you take santa out of christmas , what else would be stripped away - christmas trees , lights , tinsel , christmas dinner ?
",
178,0,," huge sectors of our economy depend on belief in santa claus , from the department store grottoes to the entertainment industry , from toy shops and manufacturers to the makers of wrapping paper , stockings , red hats with bobbles on , etc, trust is the basis of all economic exchange , and the consequences of doubt in santa claus , in terms of bankruptcies , closures , unemployment and stock market and currency slumps are too awful to imagine .
",
179,0,," belief in santa claus is outdated and rather worrying .
",
180,0,," who today has a chimney through which to send a burning message to santa , and through which he can descend to distribute presents ?
",
181,0,," who wears stockings rather than socks or pantyhose ?
",
182,0,," and who thinks an old white male is a relevant role model in today 's society ?
",
183,0,," there is also something rather sinister today about having a stranger enter children 's rooms at night , or having them whispering secrets to him while seated on his lap in a store .
",
184,0,," finally , santa claus with his saintly origins alienates those of other faiths who do not enjoy being forced to join in a quasi-christian celebration .
",
185,1,,"violence against women is one of the most widespread human rights abuses affecting the world today.
",
186,1,," every day, thousands of women and girls are abused and murdered by their families, raped in armed conflicts and attacked for defending woman's rights1.
",
187,1,," many believe there are still violent undercurrents, such as the depiction of violence towards women in some music, which have not allowed women to be truly free from detrimental social norms.
",
188,1,," simply stating that vaw (violence against women) is wrong and dealing with situations one by one as they occur is no longer an option as it is such a widespread phenomenon.
",
189,1,," violence against women in music is now a global phenomenon, and is common in many of the world's most famous artists.
",
190,1,," the problem has become even more widespread thanks to the advancements in technology, and in particular the internet which allows the access and sharing of this style of music all over the world.
",
191,1,," while in most countries films (and to an extent tv shows) are given age ratings such as universal, 12a or r in order to suggest what age group are mature enough to deal with its content, however, so far such a rating system has not been created for music, meaning people of all ages are exposed to many violent images they would not have access to via other forms of media.2 yet music videos depicting violence towards women exist and are often unrated, such as eminem and rhianna's 'love the way you lie'1.
",
192,1,," this, combined with the ever increasing use of the internet to obtain and share music, shows that there are inconsistencies between the expectations and restrictions put on music and music videos and the expectations and restrictions placed on other forms of media.
",
193,1,," also due to common ownership of mp3 players, radios and computing equipment it is harder than ever to keep track of what music children/ young people are listening too.
",
194,1,," often genres such as rap and hip-hop are blamed for these misogynistic lyrics, but there are a huge range of songs depicted violence against women from rap to rock to county, and in america, france, the uk and many more (see scrapbook for examples).
",
195,1,," the discussion of whether music depicting violence against women should be banned creates a platform so that we can begin to discuss if all music depicting any crimes should be banned.
",
196,1,,"note: in order to illustrate the examples of violent language towards women in music involves directly quoting from the original source.
",
197,1,," in many cases this means the examples contain strong and violent language that some may find offensive.
",
198,0,," however, it seems necessary to keep this language intact in order to properly quote from the source, and also in order to illustrate the extreme nature of violence towards women that is prevalent in these songs.
",
199,0,,"while music depicting violence towards women appears on the surface to only demean women , it can be offensive and degrading to a range of people .
",
200,0,," one popular culture reference to a situation like this comes from the british television show called the office , in the episode ` merger '.
",
201,0,," in this episode the character david brent tells a racist joke and while this did not offend the black character present , many other characters were still offended by this joke .
",
202,0,," people may be offended by the ideas behind the music , as it seems that people who glorify violence towards women in song appear to think that this violence is acceptable .
",
203,0,," men could be offended by these ideas just as much as women might .
",
204,0,," as songs like this become ` mainstream ' in some cultures , everybody in that culture becomes affected by it , and some men and women may feel degraded by this association .
",
205,0,," finally some people may argue that the person who writes and/or sings lyric that depict violence towards women degrade themselves in this act .
",
206,0,," music depicting violence to women causes and sustains the cycle of violence .
",
207,0,," the scottish home affairs correspondent lucy adams reported inthe levels of domestic abuse committed by 16-18 year olds grew by around% .
",
208,0,," one of the reasons suggested for this dramatic raise is the culture of music that depicts and glorifies violence towards women , heraldscotland.com .
",
209,0,," journal of personality and social psychology reports that a study conducted in a variety of us states illustrated that music that depicted acts of violence ` led to more aggressive interpretations of ambiguously aggressive words , increased the relative speed with which people read aggressive vs. nonaggressive words ... , the violent songs increased feelings of hostility without provocation or threat ' .
",
210,0,," although they are quick to assure that it is not the music type that has this affect , it is simply the lyrics , as even humorous aggressive songs have this effect .
",
211,0,," they conclude with the idea that ` repeated exposure to violent lyrics may contribute to the development of an aggressive personality ' and thus lead to more aggressive behaviour .
",
212,0,," while currently there is little to no research specifically on the link between domestic violence and lyrics that depict abuse to women , the current information that we have on violence and music lyrics suggests we can expect a similar effect .
",
213,0,," thus if we were to ban music depicting violence towards women , people could not be influenced by it and levels of violence would drop .
",
214,0,," we already give films , dvd 's and games an age appropriate rating .
",
215,0,," in the united states , the motion picture association of america is charged with the responsibility of providing ratings to consumers .
",
216,0,," it would seem that it would be simple to stretch these criteria to a similar music body .
",
217,0,," therefore people would only be subjected to violent lyrics when it is deemed they are old enough to hear or buy this material , and it would stop younger people from being exposed to this kind of music .
",
218,0,," this also means that no new state-run institution needs to be created ; it would operate , like the mpaa , independently of government control .
",
219,0,," as such , claims that any form of music censorship would suffer from practical problems are short-sighted , we simply need to extend the medium that already exists .
",
220,0,," asha jennings began a boycott of misogynistic music in hip-hop , resulting in the ` take back the music ' campaign supported by essence magazine .
",
221,0,," jennings claims that this type of rap / hip hop music is ` telling people , black women , are bitches and hos and sluts and not worthy of respect ... , and that 's exactly how society is treating us '.
",
222,0,," she continues that images of women ` tends to be objectified , degrading , very stripper-like ' or as nagging vicious and manipulative money grabbers1 .
",
223,0,," jennings ' worry is that in these videos women are depicted as menial , subservient and purely as the object of men 's entertainment .
",
224,0,," the lyrics that go with these music videos compound these ideas of women as undeserving of male respect e.g. ` would n't piss on fire to put you out ' , eminem , ` then i straight smoked the ho ... , and she thanked me ' , nwe , all lyrics in full are in the scrapbook .
",
225,0,," these images in themselves are violence towards women , as they dehumanise them .
",
226,0,," as this becomes a dominant image in society , young people who look up to these rappers mimic their behaviour and believe it is ok to disrespect women ,2 as that is what they have been exposed to .
",
227,0,," this works in the same way for young girls , who can not relate to the male rappers and so instead mimic the women they talk about , while also following their views on women .
",
228,0,," this idea that women are not deserving of respect must affect the levels of violence towards women as if you abuse someone you can not fully respect them .
",
229,0,," therefore if music depicting violence , and for this argument , disrespect , towards women was banned , then violence towards women in the real world would be reduced and this must be seen as a good thing .
",
230,1,,"english has in the 20th century become the global language; it is the language of trade, diplomacy and the internet.
",
231,1,," english hasmillion mother tongue speakers in the world, and anothermillion second tongue speakers.
",
232,1,," there have been many 'lingua franca' languages before, greek in the ancient world then latin in the christian world until the seventeenth century and more recently french.
",
233,1,," however these languages have always been the language of the elite.
",
234,1,," english is both much more wide spread geographically and is not just an elite language so is having a much bigger effect and is in a much better position to become a single language for everyone.
",
235,1,," but is its marginalisation of other lesser, regional languages, a good thing?
",
236,1,," the advance of english is resisted within many cultures who see language as an essential component of identity as well as a key tool for accessing the history and literatures of individual peoples (george orwell explored this theme in his novelwith newspeak, a language created with the purpose to suppress a population's thoughts), yet others believe one global language would be useful; in fact l. l. zamenhof created esperanto specifically for this purpose at the end of the 19th century (although esperanto never really gained ground as a language in its own right).
",
237,0,," should everyone be taught english as to make the language the only one globally?
",
238,0,,"integration is something that is already happening due to the existence of creoles .
",
239,0,," bryson  states that , `` according to dr loreto todd of leeds university , the world has sixty-one creoles , languages that are a mix of two different ones , such as the many different pidgins spoken around the world , spoken by up tomillion people . ''
",
240,0,," creole languages are the ultimate form of language integration , and most would argue that this is n't language death , and can in fact enhance the culture through the new language .
",
241,0,," the united nations already has universal education high up the priority list .
",
242,0,," the second millennium development goal is to achieve universal primary education and to ` ensure that , by, children everywhere , boys and girls alike , will be able to complete a full course of primary schooling ' .
",
243,0,," universal schooling is the key to teaching a global language .
",
244,0,," this does not mean that children will be forced to learn a global language , but because of the utility of the language most will want to when they are given the opportunity .
",
245,0,," the global spread of english encourages non-native speakers to learn a second language ; english .
",
246,0,," without english , a second language would only slightly increase the number of people you could communicate with .
",
247,0,," with english , or , if it ever takes off , esperanto !
",
248,0,," , there is a stronger incentive to learn the single language that will dramatically improve your ability to communicate with others around the world .
",
249,0,," poetry and other significant literary works could be translated into english so that everyone can enjoy them .
",
250,0,," this would be equally true of scientific and technical information as well as teaching staff and institutions .
",
251,0,," most popular classical works are translated into other languages without loss of meaning e.g. poems of robert burns from the original scots into english .
",
252,0,," and why would we purposely want to make it difficult for people to understand each other ?
",
253,0,," surely understanding each other is more important than learning about their culture but not being able to converse whatsoever .
",
254,0,," this would have immense benefits for science as researchers all over the world would be able to understand each other 's work .
",
255,0,," translation is very expensive , but while there is no common language also necessary .
",
256,0,," all sorts of documents have to be translated into several languages even within countries , for example uk councils provide information on their activities in the major minority languages within their area .
",
257,0,," with a global language this will be cheaper and quicker as well as reducing the potential for misunderstanding .
",
258,0,," the european union is the big example of this with all documents needing to be translated into every member state 's language .
",
259,0,," the total bill for the eu in translation fees was $million in, that 's $per citizen1 .
",
260,1,,"as concern for gender equality continues around the world, so do the concerns in how women and children are portrayed and perceived in an ever increasing international media.
",
261,1,," since advertising carries those messages, images of women continue to come under scrutiny.
",
262,1,," in may of 2011, the council of europe parliamentary assembly received a report from its committee on equal opportunities for women and children which discussed the nature of this problem and called for action regarding sexist advertising.
",
263,1,," these portrayals of women are believed by opponents to sexist advertising to present unrealistic beauty standards and often objectify women.
",
264,1,," these opponents argue stereotypic images are contributing to harmful effects such as eating disorders and violence against women.
",
265,1,," one primary focus in this dialogue is whether responses should be made which interfere with business practices.
",
266,1,," what is the nature of the marketplace?
",
267,1,," should business be monitored and censured?
",
268,1,," how or could appropriate criteria for judgement be established?
",
269,1,,"advertising is the promotion of good and services through public messages.
",
270,1,," sexism can be defined as discrimination based on gender or attitudes which promote stereotyping of social roles based on gender.
",
271,1,," sexist advertising, then, is the promotion of goods or services which stereotype women and men based on gender.
",
272,1,," banning refers to the public restriction of a particular action to achieve a desired goal.
",
273,1,,"despite the fact that the particular circumstances of government funding for the arts will vary from country to country and should be researched carefully, the principles for this debate remain universal.
",
274,1,," in an age of global economic difficulty the fundamental question is whether or not public money in any form should subsidise arts projects which are not self-sufficient.
",
275,1,," in looking at this question, 'the arts' as a term should include museums and galleries as well as theatre, literature, music and film - all of these things are currently supported by government funding in the uk.1 as well as looking at whether or not these projects should receive any money at all, there is also the question of what form of subsidy these projects should take - for example, is funding via a state lottery more acceptable than direct grants from the national treasury?
",
